system:index,B11_2018,B11_2024,B12_2018,B12_2024,B2_2018,B2_2024,B3_2018,B3_2024,B4_2018,B4_2024,B8_2018,B8_2024,DW_LABEL_2018,DW_LABEL_2024,MNDWI_2018,MNDWI_2024,NDBI_2018,NDBI_2024,NDVI_2018,NDVI_2024,NDWI_2018,NDWI_2024,latitude,longitude,point_id,region,region_id,.geo
1_1_1_1_1_1_1_1_1_1_1_2_468_0_1_1_1_1_1_1_1_1_1_1_1_2_468_0,0.20945,0.2106,0.1284,0.1366,0.04525,0.0566,0.06955,0.0766,0.0776,0.1154,0.2704,0.2282,4,1,-0.5014337,-0.4665738,-0.12701885,-0.04010939,0.55402297,0.3282887,-0.59082216,-0.49737534,19.934559385660506,73.7501127744655,468.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_469_0_1_1_1_1_1_1_1_1_1_1_1_2_469_0,0.2826,0.2908,0.232,0.2373,0.0806,0.0852,0.1032,0.1164,0.1498,0.1578,0.2126,0.229,6,5,-0.46500778,-0.42829075,0.14135703,0.11889188,0.17328918,0.18407446,-0.34642178,-0.32599884,19.96779705117293,73.89204658935638,469.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_470_0_1_1_1_1_1_1_1_1_1_1_1_2_470_0,0.3028,0.3094,0.2558,0.2619,0.1076,0.1848,0.1338,0.2166,0.1642,0.253,0.2364,0.3252,6,6,-0.387082,-0.17642586,0.1231454,-0.024897574,0.18022965,0.124870285,-0.2771475,-0.20044297,20.041189409885494,73.85036476017325,470.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_471_0_1_1_1_1_1_1_1_1_1_1_1_2_471_0,0.23195,0.2353,0.17885,0.1745,0.07015,0.0578,0.09325,0.0836,0.1179,0.1086,0.2364,0.219,4,4,-0.42650676,-0.4756977,-0.009501441,0.035879374,0.3344623,0.33699635,-0.43424845,-0.44745538,19.926115221989782,73.8988737855157,471.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_472_0_1_1_1_1_1_1_1_1_1_1_1_2_472_0,0.275,0.2771,0.2091,0.2136,0.06055,0.0554,0.0805,0.0786,0.1137,0.1007,0.249,0.2178,4,6,-0.54711676,-0.55805457,0.049618322,0.11982219,0.37303558,0.3676609,-0.51138085,-0.46963564,19.934110228018447,73.76700110180695,472.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_473_0_1_1_1_1_1_1_1_1_1_1_1_2_473_0,0.1525,0.2028,0.082,0.1504,0.0477,0.0451,0.0634,0.0748,0.0531,0.0869,0.3244,0.2282,4,4,-0.41269106,-0.4610951,-0.36045292,-0.058932714,0.7186755,0.44842908,-0.67302734,-0.50627065,20.0728101078865,73.93992679399996,473.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_474_0_1_1_1_1_1_1_1_1_1_1_1_2_474_0,0.3117,0.26,0.2513,0.2176,0.0896,0.0936,0.111,0.1206,0.1571,0.149,0.2178,0.1974,5,6,-0.47480482,-0.3662638,0.17733711,0.13686052,0.16190985,0.13972287,-0.3248175,-0.24150944,19.935008543302565,73.76322817761366,474.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_475_0_1_1_1_1_1_1_1_1_1_1_1_2_475_0,0.2776,0.2817,0.207,0.2389,0.0654,0.0844,0.0877,0.1086,0.1253,0.1496,0.1914,0.2074,6,6,-0.5198467,-0.443505,0.1837953,0.15191168,0.20871487,0.16190477,-0.37155142,-0.31265822,19.97183946995147,73.77697240146068,475.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_476_0_1_1_1_1_1_1_1_1_1_1_1_2_476_0,0.1493,0.1715,0.0971,0.1209,0.0486,0.0418,0.0628,0.0617,0.0602,0.0725,0.2824,0.1876,4,4,-0.40782648,-0.47084048,-0.30831596,-0.04483431,0.64856976,0.4425221,-0.636153,-0.50501406,20.074067749284268,73.92914701059053,476.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_477_0_1_1_1_1_1_1_1_1_1_1_1_2_477_0,0.14285,0.16905,0.0891,0.1071,0.03635,0.04115,0.04605,0.05925,0.0516,0.0746,0.1439,0.178,4,4,-0.51244044,-0.48094612,-0.0036617261,-0.025788791,0.47212276,0.40934283,-0.5151356,-0.50052685,20.054753970675698,73.68579340012255,477.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_478_0_1_1_1_1_1_1_1_1_1_1_1_2_478_0,0.1806,0.1832,0.1072,0.1496,0.0384,0.0437,0.0554,0.0594,0.0335,0.0824,0.3368,0.1154,4,4,-0.53050846,-0.51030505,-0.3018941,0.22705962,0.81906563,0.16683519,-0.7174911,-0.32036614,20.07864915723328,73.88369225721408,478.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_479_0_1_1_1_1_1_1_1_1_1_1_1_2_479_0,0.1635,0.1418,0.1003,0.1055,0.0452,0.0376,0.061,0.0523,0.0618,0.0644,0.2216,0.1484,4,4,-0.45657015,-0.46110252,-0.1508699,-0.022742936,0.56386733,0.39473686,-0.5682944,-0.4788241,20.110719012876345,73.86114454358268,479.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_480_0_1_1_1_1_1_1_1_1_1_1_1_2_480_0,0.3088,0.313,0.2389,0.2413,0.0674,0.057,0.0866,0.0796,0.1202,0.1104,0.185,0.1812,4,4,-0.56196254,-0.5944982,0.2507088,0.26669365,0.21231979,0.24279836,-0.3622975,-0.38957056,20.141082069479584,73.8800989960776,480.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_481_0_1_1_1_1_1_1_1_1_1_1_1_2_481_0,0.17975,0.1638,0.13695,0.0983,0.05545,0.0418,0.07305,0.067,0.08355,0.0602,0.1587,0.2686,4,4,-0.4220728,-0.41941074,0.0621953,-0.24236818,0.31021672,0.63381994,-0.3695793,-0.60071516,19.94812394645071,73.90543148708977,481.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_482_0_1_1_1_1_1_1_1_1_1_1_1_2_482_0,0.2138,0.169,0.1641,0.1096,0.0634,0.0442,0.0878,0.0754,0.1078,0.0717,0.2674,0.2564,4,4,-0.41777188,-0.38297874,-0.1113882,-0.2054537,0.42537314,0.56293815,-0.5056306,-0.54550934,20.015856918873325,73.87973966996395,482.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_483_0_1_1_1_1_1_1_1_1_1_1_1_2_483_0,0.1232,0.16105,0.0868,0.1174,0.0436,0.05065,0.0574,0.0726,0.0647,0.0861,0.2052,0.2278,4,4,-0.36434108,-0.37855768,-0.2496955,-0.17166002,0.5205632,0.45141765,-0.5628332,-0.5166445,19.88407406669299,73.88503973014026,483.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_484_0_1_1_1_1_1_1_1_1_1_1_1_2_484_0,0.1639,0.1972,0.1122,0.138,0.0444,0.0543,0.0638,0.0742,0.0686,0.0788,0.2322,0.2412,4,4,-0.43961352,-0.45320562,-0.1724312,-0.10036496,0.54388297,0.5075,-0.56891894,-0.52948636,20.072001624130795,73.92079267844821,484.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_485_0_1_1_1_1_1_1_1_1_1_1_1_2_485_0,0.2457,0.2341,0.1995,0.191,0.0802,0.0673,0.0993,0.0908,0.1317,0.1224,0.1979,0.1737,4,4,-0.42434782,-0.44105878,0.10775474,0.14811182,0.20084952,0.17325228,-0.33176312,-0.31342155,19.92090499334189,73.68750019916237,485.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_486_0_1_1_1_1_1_1_1_1_1_1_1_2_486_0,0.29435,0.2775,0.2052,0.18635,0.05915,0.05245,0.0843,0.07285,0.1204,0.1033,0.2253,0.204,5,1,-0.55473393,-0.58413017,0.1328779,0.15264797,0.3034423,0.3276928,-0.45542637,-0.47372222,20.086105174091472,73.71642595131102,486.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_487_0_1_1_1_1_1_1_1_1_1_1_1_2_487_0,0.2937,0.3226,0.2228,0.244,0.0828,0.0918,0.1068,0.1252,0.1521,0.182,0.213,0.2412,4,4,-0.46666667,-0.4408218,0.15926583,0.14437744,0.16680361,0.13988657,-0.33208254,-0.3165939,19.93330174426274,73.902646709709,487.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_488_0_1_1_1_1_1_1_1_1_1_1_1_2_488_0,0.2767,0.2637,0.2088,0.2007,0.0654,0.06065,0.0852,0.0798,0.1208,0.1155,0.2128,0.1977,4,4,-0.5291517,-0.5353712,0.13054137,0.1430429,0.27577937,0.2624521,-0.4281879,-0.42486486,19.850117748953274,73.71974971786227,488.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_489_0_1_1_1_1_1_1_1_1_1_1_1_2_489_0,0.1194,0.185,0.0903,0.1404,0.0502,0.0524,0.0586,0.0785,0.07,0.0776,0.1624,0.241,4,4,-0.34157303,-0.40417457,-0.15259048,-0.13145539,0.39759037,0.5128688,-0.46968326,-0.5086072,19.979295486809658,73.92393678194263,489.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_490_0_1_1_1_1_1_1_1_1_1_1_1_2_490_0,0.3322,0.3654,0.2596,0.283,0.09,0.0976,0.1135,0.1346,0.1631,0.193,0.2311,0.262,5,5,-0.4906888,-0.4616,0.17947808,0.16480714,0.17250127,0.15164836,-0.34126523,-0.32123047,19.917491395262235,73.80023876731937,490.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_491_0_1_1_1_1_1_1_1_1_1_1_1_2_491_0,0.2369,0.22475,0.1602,0.1607,0.0495,0.0401,0.0666,0.05915,0.0834,0.0716,0.1952,0.1722,1,1,-0.5611203,-0.583304,0.09650544,0.13238443,0.40129218,0.4126333,-0.49121466,-0.48865354,19.85550764065799,73.76565362888077,491.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_492_0_1_1_1_1_1_1_1_1_1_1_1_2_492_0,0.2339,0.2207,0.2,0.1937,0.0913,0.0986,0.113,0.1188,0.1256,0.1342,0.1907,0.183,6,6,-0.34851542,-0.30014727,0.10174282,0.09338618,0.20581727,0.15384616,-0.2558446,-0.21272366,19.976420877900477,73.82341530164966,492.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_493_0_1_1_1_1_1_1_1_1_1_1_1_2_493_0,0.1785,0.1338,0.1169,0.0847,0.0618,0.042,0.0786,0.0554,0.0843,0.0565,0.2676,0.198,4,4,-0.38856477,-0.41437632,-0.199731,-0.19349006,0.5208866,0.5559921,-0.5459272,-0.56274664,20.034182550669364,73.92869785294846,493.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_494_0_1_1_1_1_1_1_1_1_1_1_1_2_494_0,0.195,0.148,0.1336,0.1079,0.0986,0.035,0.1276,0.0607,0.135,0.0648,0.2468,0.2544,4,4,-0.20892747,-0.4183038,-0.117247626,-0.2644135,0.29282346,0.59398496,-0.31837606,-0.6147255,20.039931768487726,73.74966361682344,494.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_495_0_1_1_1_1_1_1_1_1_1_1_1_2_495_0,0.2496,0.2393,0.2133,0.2098,0.0871,0.0876,0.108,0.1064,0.1466,0.1372,0.1998,0.19,6,6,-0.39597315,-0.38443738,0.11081442,0.11483811,0.15357968,0.16136919,-0.2982456,-0.2820513,20.05664043277235,73.79790314758067,495.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_496_0_1_1_1_1_1_1_1_1_1_1_1_2_496_0,0.1972,0.2305,0.1076,0.1154,0.0448,0.0431,0.0675,0.0916,0.041,0.0503,0.3588,0.4144,4,4,-0.48998865,-0.43123254,-0.29064748,-0.28516048,0.79489744,0.7835162,-0.6833216,-0.63794464,20.12661919340526,73.90111957372599,496.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_497_0_1_1_1_1_1_1_1_1_1_1_1_2_497_0,0.15415,0.1845,0.1296,0.1141,0.0585,0.044,0.0761,0.0703,0.0829,0.0614,0.1619,0.2944,4,4,-0.33897936,-0.44819465,-0.024521437,-0.22948423,0.32271242,0.6548623,-0.3605042,-0.61447763,19.93204410286497,73.71229370100407,497.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_498_0_1_1_1_1_1_1_1_1_1_1_1_2_498_0,0.2107,0.2308,0.1716,0.1893,0.0544,0.0675,0.072,0.098,0.0802,0.1158,0.2392,0.2314,6,6,-0.4906261,-0.40389293,-0.063347414,-0.0012981393,0.4978084,0.3329493,-0.5372751,-0.40497875,19.997082129435228,73.92178082526074,498.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_2_499_0_1_1_1_1_1_1_1_1_1_1_1_2_499_0,0.28715,0.312,0.22685,0.2424,0.08435,0.08,0.111,0.1102,0.1532,0.157,0.225,0.2406,4,4,-0.4424212,-0.47797254,0.12135117,0.12920739,0.18984663,0.21026157,-0.3392857,-0.37172177,19.913359144955287,73.79960994662049,499.0,Nashik,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_0_0_1_1_1_1_1_1_1_1_1_1_2_0_0,0.15025,0.1925,0.11945,0.1318,0.064,0.0562,0.0787,0.0788,0.0774,0.0841,0.1668,0.2072,6,6,-0.31251365,-0.41909325,-0.052199967,-0.036777582,0.36609337,0.4225884,-0.35885948,-0.44895104,18.499590550807984,73.85198172768466,500.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_1_0_1_1_1_1_1_1_1_1_1_1_2_1_0,0.16985,0.1708,0.1172,0.1224,0.05975,0.0488,0.0738,0.0736,0.08195,0.0816,0.1984,0.2235,4,4,-0.39421302,-0.39770868,-0.07752885,-0.13365458,0.41537365,0.4650934,-0.45775166,-0.5045439,18.6161918746867,74.03056680616761,501.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_2_0_1_1_1_1_1_1_1_1_1_1_2_2_0,0.18335,0.2027,0.1556,0.1642,0.0837,0.0712,0.0979,0.0879,0.1142,0.1036,0.14755,0.162,4,5,-0.30382222,-0.39504474,0.108189784,0.11159857,0.12741165,0.21987952,-0.20228152,-0.2965186,18.44515264459034,73.7635875037273,502.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_3_0_1_1_1_1_1_1_1_1_1_1_2_3_0,0.21555,0.2262,0.16695,0.2085,0.08535,0.1504,0.1047,0.1736,0.1237,0.1976,0.20155,0.2176,6,6,-0.34613582,-0.13156578,0.033565093,0.019378098,0.23935434,0.048169557,-0.3162449,-0.112474434,18.586008481140283,73.8267390682009,503.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_4_0_1_1_1_1_1_1_1_1_1_1_2_4_0,0.2677,0.299,0.19185,0.2081,0.07715,0.0606,0.0941,0.0804,0.1198,0.1118,0.20765,0.221,1,1,-0.4798231,-0.5761729,0.12632796,0.15,0.26828524,0.328125,-0.3763049,-0.4664897,18.6034357976522,73.68453575872478,504.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_5_0_1_1_1_1_1_1_1_1_1_1_2_5_0,0.3104,0.2704,0.22395,0.2233,0.07255,0.0722,0.09205,0.0881,0.1322,0.1198,0.2051,0.1688,5,5,-0.5425519,-0.50850767,0.2042677,0.2313297,0.21612808,0.16978517,-0.3804476,-0.31413,18.395835135492177,73.90067041608394,505.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_6_0_1_1_1_1_1_1_1_1_1_1_2_6_0,0.17845,0.2282,0.1588,0.1913,0.0898,0.1066,0.1044,0.1302,0.1203,0.147,0.152,0.2026,6,6,-0.26179954,-0.2734375,0.08004237,0.059424326,0.11641572,0.1590389,-0.18564743,-0.21754807,18.64996852936959,73.74436355664714,506.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_7_0_1_1_1_1_1_1_1_1_1_1_2_7_0,0.2873,0.2994,0.2041,0.2187,0.0631,0.0674,0.08255,0.0888,0.1168,0.1282,0.2057,0.2209,5,5,-0.5536028,-0.5425039,0.16551724,0.1508745,0.2756589,0.26553997,-0.4272333,-0.4265418,18.380473944133737,73.7049275156743,507.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_8_0_1_1_1_1_1_1_1_1_1_1_2_8_0,0.24505,0.2321,0.161,0.1899,0.0712,0.0652,0.0949,0.084,0.1001,0.1122,0.2347,0.1672,4,6,-0.4416826,-0.4685226,0.021573735,0.16253443,0.40203106,0.19685039,-0.4241505,-0.3312102,18.57531852925926,73.98861548239924,508.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_9_0_1_1_1_1_1_1_1_1_1_1_2_9_0,0.16595,0.1914,0.13685,0.1661,0.07185,0.1016,0.08985,0.1216,0.1028,0.1424,0.1547,0.1837,6,6,-0.29749805,-0.2230032,0.035084985,0.02052786,0.2015534,0.12664826,-0.26518095,-0.20340648,18.66973146562022,73.98358491680817,509.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_10_0_1_1_1_1_1_1_1_1_1_1_2_10_0,0.1874,0.2105,0.17805,0.2,0.0946,0.0982,0.113,0.107,0.129,0.1626,0.14775,0.1866,6,6,-0.24766977,-0.32598424,0.118305236,0.060186353,0.06775068,0.06872852,-0.13326941,-0.27111718,18.445781465289226,73.85575465187796,510.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_11_0_1_1_1_1_1_1_1_1_1_1_2_11_0,0.16795,0.2111,0.12885,0.1978,0.0562,0.1012,0.0695,0.1094,0.0674,0.1284,0.143,0.1466,6,6,-0.4146136,-0.31731668,0.08023798,0.1803187,0.3593156,0.066181816,-0.34588236,-0.1453125,18.68401467863772,73.81694743160399,511.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_12_0_1_1_1_1_1_1_1_1_1_1_2_12_0,0.149,0.175,0.1447,0.1544,0.0959,0.1416,0.1129,0.161,0.1254,0.1864,0.139,0.2046,6,6,-0.13783887,-0.041666668,0.034722224,-0.077976815,0.051437218,0.046547316,-0.10361254,-0.11925602,18.464196928613674,73.85791060855985,512.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_13_0_1_1_1_1_1_1_1_1_1_1_2_13_0,0.2103,0.2331,0.1505,0.1876,0.124,0.1354,0.1496,0.1618,0.1812,0.1904,0.2331,0.2484,6,6,-0.16865796,-0.18055204,-0.051420838,-0.0317757,0.12527154,0.13217866,-0.21818657,-0.21111652,18.605142596692026,73.82206782872348,513.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_14_0_1_1_1_1_1_1_1_1_1_1_2_14_0,0.2187,0.2419,0.1397,0.1716,0.0591,0.0449,0.0763,0.0669,0.0882,0.0948,0.2113,0.19,1,1,-0.48271185,-0.5667098,0.017209303,0.120166704,0.41101837,0.33426967,-0.46940196,-0.47917476,18.408681044055086,73.7981726421659,514.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_15_0_1_1_1_1_1_1_1_1_1_1_2_15_0,0.2586,0.2498,0.2309,0.1779,0.124,0.0665,0.1603,0.0925,0.1946,0.1226,0.23285,0.2004,6,6,-0.2346622,-0.45953843,0.05239597,0.10972901,0.08948415,0.24086687,-0.18453516,-0.3683851,18.55339963632674,73.7808351571824,515.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_16_0_1_1_1_1_1_1_1_1_1_1_2_16_0,0.23405,0.224,0.16395,0.1827,0.0585,0.0479,0.0701,0.0609,0.09555,0.0822,0.182,0.1447,1,1,-0.53904325,-0.5724816,0.12510516,0.21508001,0.3114754,0.27545175,-0.44387147,-0.40758756,18.397092776889945,73.7418482738516,516.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_17_0_1_1_1_1_1_1_1_1_1_1_2_17_0,0.3342,0.2175,0.2471,0.1882,0.0669,0.0421,0.08835,0.0577,0.1286,0.0848,0.1954,0.1225,5,5,-0.58182466,-0.5806686,0.2620846,0.27941176,0.20617284,0.18186204,-0.37726873,-0.35960045,18.40140469025372,73.66073040369561,517.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_18_0_1_1_1_1_1_1_1_1_1_1_2_18_0,0.20295,0.2372,0.1735,0.217,0.0868,0.102,0.10185,0.1242,0.1133,0.1414,0.16975,0.1971,6,6,-0.3316929,-0.31267294,0.089079686,0.09233249,0.19943473,0.16454948,-0.25,-0.22689076,18.6237377230733,73.75128058433486,518.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_19_0_1_1_1_1_1_1_1_1_1_1_2_19_0,0.01575,0.0112,0.01125,0.0106,0.0484,0.0458,0.05155,0.053,0.0385,0.0281,0.0256,0.0106,0,0,0.5319465,0.6510903,-0.2382104,0.027522936,-0.20124805,-0.4521964,0.33635774,0.6666667,18.429252464061424,73.76403666136936,519.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_20_0_1_1_1_1_1_1_1_1_1_1_2_20_0,0.18755,0.2227,0.1141,0.1532,0.03715,0.0422,0.0616,0.0636,0.05625,0.0789,0.2016,0.2003,1,1,-0.50551873,-0.5557108,-0.03610433,0.052955084,0.56369984,0.43481377,-0.5319149,-0.51799923,18.456022259528186,73.68363744344066,520.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_21_0_1_1_1_1_1_1_1_1_1_1_2_21_0,0.16325,0.1838,0.11495,0.1292,0.057,0.0554,0.07835,0.0795,0.07675,0.0718,0.2012,0.264,4,6,-0.3514073,-0.3961261,-0.10412951,-0.17909782,0.4477424,0.5723645,-0.43945625,-0.5371179,18.661107638892673,73.89599917660651,521.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_22_0_1_1_1_1_1_1_1_1_1_1_2_22_0,0.3003,0.2861,0.2236,0.2202,0.08235,0.078,0.1059,0.0987,0.1499,0.135,0.2076,0.1878,4,5,-0.47858196,-0.48700625,0.18251625,0.20742773,0.1613986,0.16356878,-0.32440192,-0.31099477,18.69227917925162,73.95816259426759,522.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_23_0_1_1_1_1_1_1_1_1_1_1_2_23_0,0.1859,0.2318,0.16485,0.2013,0.0688,0.1176,0.08255,0.1452,0.1052,0.182,0.1407,0.2056,6,6,-0.3849879,-0.22970822,0.1383956,0.059899405,0.14436764,0.06088751,-0.26047033,-0.17217788,18.559148854145107,73.69908846632751,523.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_24_0_1_1_1_1_1_1_1_1_1_1_2_24_0,0.15295,0.1625,0.0905,0.102,0.05325,0.0492,0.06815,0.0634,0.056,0.0553,0.23165,0.216,6,6,-0.38353688,-0.43868968,-0.20462818,-0.14134742,0.6106379,0.5923332,-0.5453636,-0.54617035,18.54217069527525,73.88890248586198,524.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_25_0_1_1_1_1_1_1_1_1_1_1_2_25_0,0.1876,0.2025,0.1489,0.171,0.06135,0.0676,0.08235,0.0824,0.0845,0.0998,0.16805,0.1818,6,6,-0.389887,-0.42155144,0.054969773,0.05386417,0.33082557,0.2911932,-0.3422524,-0.37623012,18.741237362236134,73.77921818967097,525.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_26_0_1_1_1_1_1_1_1_1_1_1_2_26_0,0.2615,0.2638,0.1807,0.2017,0.06955,0.0778,0.0934,0.1034,0.1396,0.1454,0.19575,0.1888,5,5,-0.47365454,-0.43681917,0.14379442,0.16570924,0.167437,0.12986235,-0.35396853,-0.29226556,18.391613053656815,73.99247823812095,526.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_27_0_1_1_1_1_1_1_1_1_1_1_2_27_0,0.0195,0.0151,0.0149,0.0129,0.051,0.0482,0.05375,0.0566,0.04025,0.0278,0.0322,0.0156,0,0,0.4675768,0.57880056,-0.24564797,-0.016286645,-0.11111111,-0.281106,0.25072718,0.56786704,18.44048140511292,73.76241969385794,527.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_28_0_1_1_1_1_1_1_1_1_1_1_2_28_0,0.23495,0.2787,0.19785,0.2218,0.066,0.0708,0.07795,0.0937,0.0967,0.1276,0.1703,0.21,5,5,-0.50175774,-0.49677765,0.15953115,0.14057705,0.27565542,0.24407583,-0.37200403,-0.3829437,18.624007217658537,73.8823447842879,528.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_2_29_0_1_1_1_1_1_1_1_1_1_1_2_29_0,0.2105,0.249,0.1767,0.2036,0.0611,0.0711,0.075,0.0862,0.0908,0.1144,0.1555,0.1716,1,1,-0.47460595,-0.4856802,0.15027322,0.18402283,0.26268777,0.2,-0.34924078,-0.33126456,18.573432067162607,73.80589815360932,529.0,Pune,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
